parent,body,title,related_links
https://www.slo.courts.ca.gov/gi/index.htm,"<strong>PROPOSED CHANGES to Local Rules of Court Effective January 2019</strong><br/>
Public Comment Period Deadline: October 24, 2018",Local Rules,
https://www.slo.courts.ca.gov/gi/index.htm,,Scam Alerts,
https://www.slo.courts.ca.gov/gi/index.htm,"<strong>Check Your Status</strong>
            

<p>Check your Juror Status Online - you'll need your Juror Badge Number.

<p>Juror Status</p>

<p><br/>
<strong>Check status by phone</strong><br/>
24-Hour Juror Status Message (recorded)<br/>
Phone: (805) 706-3610</p>

<p></p></p>

	
	
         
 

                <strong>Quicklinks</strong>
            

<p>Juror Health Concerns Related to COVID-19&nbsp;<br/>
Reporting Instructions<br/>
Juror Qualifications<br/>
Exit Questionnaire<br/>
Frequently Asked Questions

<p></p></p>

	
	
        
    
        
         
        
        
                        <strong>Contact Information</strong>
                            
         
        <p><strong>Jury Services</strong><br/>
1050 Monterey Street, Room 224<br/>
San Luis Obispo, CA, 93408

<p><strong>Phone:</strong> (805) 706-3611</p>

<p><strong>Monday to Friday:</strong><br/>
8:00 a.m. to 5:00 p.m.</p>

<p></p></p>
        
    

	


    
        
         
        
        
                        
                            
         
        <p><strong>General Jury Service Information</strong>

<p>Jury service is mandatory. Prospective juror names are obtained from voter registration and DMV records.&nbsp;By law, prospective jurors are randomly chosen and because of this, we regret that we cannot accept volunteers for jury duty.</p>

<p>Normally, service may be required as often as once per year. Service lasts from one day to the length of the trial, starting at 8:00am and ending at 5:00pm. <strong>Business attire is suggested. No tank tops, shorts, bare midriffs, or bare feet are permitted in the courtroom.</strong></p>

<p>When entering any court facility all persons are subject to <strong>screening through a security device</strong>. You will walk through a metal detector and your handbags, briefcases, backpacks and containers may be X-rayed. Weapons of any type will not be permitted into any court facility. Items such as: knives (including pocket knives), guns, stun guns, pepper spray, mace, scissors, knitting needles, corkscrews, or any item that may be used as a weapon are not permitted. All weapons are prohibited and it is a felony to bring them into court buildings. <strong>Please allow extra time</strong> for this screening process.</p>

<p>Often students, teachers, physicians and small business owners and others with unusual schedules think that they are exempt from serving on jury duty. We cannot exempt or excuse you; however you are eligible for a onetime postponement for up to 6 months.<br/>
&nbsp;</p>

<strong>Rescheduling Jury Service</strong>

<p><strong>Excuse or postponement request <em>must</em> be received by Jury Services prior to your summons date.</strong></p>

<p>Jury service may be postponed one time for up to 6 months. There are no permanent excuses to jury service except verified medical illness. If approved for postponement you will receive a new summons for that date or the closest one available approximately 4&nbsp;weeks before your new appearance date.<br/>
&nbsp;</p>

<strong>Payment for Service</strong>

<p>Pursuant to section 230a of the Labor Code, your employer cannot prevent you from serving as a juror and is not required to pay you while on jury duty. However, the Superior Court will pay you $15.00 per day starting with your second day of service, plus mileage.<br/>
&nbsp;</p>

<strong>Directions, Parking, and Public Transportation</strong>

<p>San Luis Obispo Criminal Branch<br/>
San Luis Obispo Civil Branch<br/>
San Luis Obispo Branch - Veterans Memorial<br/>
Paso Robles Branch</p>

<strong>Parking Validation</strong>

<p>Jury Services validates parking <em><strong>only</strong></em> at the parking structure at 842 Palm Street, across from the Palm Theatre.</p>

<ul>
	<li>Take the ticket from the dispenser when entering.</li>
	<li>Bring that ticket into Jury Services for validation on each day of appearance.</li>
</ul>

<strong>Street Parking</strong>

<p>You may park for free on the street - in a two hour or more space - <em><strong>only</strong></em> if you cannot use the garage because:</p>

<ul>
	<li>you're in an oversized vehicle,</li>
	<li>you rode a motorcycle,</li>
	<li>or the parking garage is full.</li>
</ul>

<p>These are the <strong><em>only</em></strong> reasons you will be allowed to park on the street, and only in a two hour or more space. If one of these situations does not apply to you, you may receive a parking ticket.</p>

<p>Place your juror parking card (located on the top of your summons) on your dashboard - the summons date and juror badge number must visible. You do <em>not</em> need to put money in the meter.</p>

<p>The summons date <strong>must</strong> be a current date. If it is not a current date, go into Jury Services and request an updated form for your dash. This updated form must be placed on your dash so you do not receive a parking ticket.</p>

<p></p>

<strong>Bus Service Information</strong>

<p>Within San Luis Obispo city limits, call (805) 541-2877.<br/>
Outside city limits, contact Central Coast Area Transit (CCAT).<br/>
&nbsp;</p>

<strong>Wireless Internet Access</strong>

<p>San Luis Obispo jurors are now provided with <strong>free</strong> wireless Internet access during jury duty. Jurors will need a laptop with a wireless network card to access the Internet from the jury assembly room.</p>

<ul>
	<li>The SLO jury assembly room is wireless 802.11g-compliant. This means it should work with any 802.11g-compliant device, including but not limited to Macintosh and Windows computers equipped with an 802.11g-compliant wireless networking card; we cannot guarantee any manufacturer's compatibility.</li>
	<li>We have not implemented encryption on our network for simplicity and performance.</li>
	<li>The SSID is ""SLO-PUBLIC"" (without the quotes). Most wireless networking software will auto-detect the SSID, but if you have software that does not detect the SSID automatically, you will need this information.</li>
	<li>If you cannot connect to our network with this information, you should contact your wireless equipment vendor for support.</li>
</ul></p>",Jury Service,
https://www.slo.courts.ca.gov/gi/index.htm,"<strong>Opportunities</strong>
            

<p>Job Opportunities

<p>California Traffic Safety Institute</p>

<p></p>

<strong>For Court Employees</strong>

<p>Promotional Opportunities</p>

<p>Transfer Opportunities</p></p>

	
	
         
 

                <strong>Benefits</strong>
            

<p>Benefits/MOUs/Personnel Policies

<p>Salary Listing and Job Specifications</p></p>

	
	
         
 

                <strong>Contact Info</strong>
            

<p><strong>SLO Superior Court Human Resources</strong><br/>
Juli.Zorn@slo.courts.ca.gov<br/>
1035 Palm Street,&nbsp;Room 385<br/>
San Luis Obispo, CA &nbsp;93408<br/>
(805) 706-3650</p>

	


    
        
         
        
        
                        
                            
         
        <p><strong>Submitting Applications</strong>

<p>Applications must be submitted on-line no later than the date and time indicated in the job posting. The employment standards must be met as of the final filing date. A candidate’s performance on an examination, which is based on knowledge, skills and abilities described in the official announcement, will be rated in comparison with the performance of other candidates. Eligible lists may be used to fill regular, limited term or temporary positions.&nbsp; Additional information is available at the Human Resources Office.</p>

<p>Equal opportunity to all applicants regardless of race, color, religion, sex (including pregnancy, gender identity, and sexual orientation), national origin, age (40 or older), disability or genetic information. If you require a reasonable accommodation or special arrangements to participate in the recruitment process, please contact the Human Resources Department no later than the final filing deadline.<br/>
&nbsp;</p>

<strong>Examination Requirements</strong>

<strong>Specifications</strong>

<p>All applicants must meet the minimum qualification standards and requirements of the positions as stated on the job announcement. At oral interviews, or as otherwise designated, all documents required for employment must be verified. The Superior Court reserves the right to modify the selection/examination process if it is deemed necessary.</p>

<strong>Personal Qualifications</strong>

<p>All applicants must possess the personal qualifications generally recognized as essential to become an outstanding public employee, including integrity, initiative, dependability, courtesy, good judgment and ability to work well with others.</p>

<strong>Conflict Of Interest</strong>

<p>Employees are prohibited from engaging in activities which may be in conflict with the interest of the Superior Court.</p>

<strong>Benefits</strong>

<p>Employees hired to a permanent (regular) position are eligible to participate in Court sponsored retirement, life insurance, health, vision, and dental programs. Other benefits include life insurance, flexible spending, deferred compensation, tuition reimbursement for job related education, and an employee assistance program. Regular employees enjoy thirteen paid holidays per year and accrue vacation and sick leave hours.</p>

<strong>Oath Of Allegiance</strong>

<p>All employees are required to take an oath of allegiance.</p>

<strong>Fingerprint Clearance</strong>

<p>Applicants who are offered employment must pass a fingerprint background check. Any false statement or omission of material fact may cause forfeiture to employment rights.</p>

<strong>Reasonable Accommodation</strong>

<p>The Court does not discriminate against the disabled. Please advise Human Resources if you will require special accommodation to participate in the examination process or to perform the essential functions of the job. Call (805) 706-3650.</p>

<strong>Employment Documentation</strong>

<p>All employees hired after November 6, 1986 must provide proof of work eligibility.</p></p>",Employment,https://workforcenow.adp.com/public/index.htm
https://www.slo.courts.ca.gov/gi/index.htm,"<p>
<strong>Traffic Court Dark Days</strong>

<p>Check to see when traffic court sessions are not available</p>
</p>
        
    

    
        <p>The court will be closed on the following holidays. If the filing date of your document falls on a Saturday, Sunday, or court holiday, the document is due the next court business day.

<table>
	
		<tr>
			<th>2020</th>
		</tr>
	
	<tbody>
		<tr>
			<td>Wednesday, January 1, 2020</td>
			<td>New Year's Day</td>
		</tr>
		<tr>
			<td>Monday, January 20, 2020</td>
			<td>Dr. Martin Luther King, Jr. Day</td>
		</tr>
		<tr>
			<td>Wednesday, February 12, 2020</td>
			<td>Lincoln's Birthday</td>
		</tr>
		<tr>
			<td>Monday, February 17, 2020</td>
			<td>President's Day</td>
		</tr>
		<tr>
			<td>Tuesday, March 31, 2020</td>
			<td>Cesar Chavez Day</td>
		</tr>
		<tr>
			<td>Monday, May 25, 2020</td>
			<td>Memorial Day</td>
		</tr>
		<tr>
			<td>Friday, July 3, 2020</td>
			<td>Independence Day</td>
		</tr>
		<tr>
			<td>Monday, September 7, 2020</td>
			<td>Labor Day</td>
		</tr>
		<tr>
			<td>Monday, October 12, 2020</td>
			<td>Columbus Day</td>
		</tr>
		<tr>
			<td>Wednesday, November 11, 2020</td>
			<td>Veterans Day</td>
		</tr>
		<tr>
			<td>Thursday, November 26, 2020</td>
			<td>Thanksgiving</td>
		</tr>
		<tr>
			<td>Friday, November 27, 2020</td>
			<td>Day After Thanksgiving</td>
		</tr>
		<tr>
			<td>Friday, December 25, 2020</td>
			<td>
			<p>Christmas Day</p>
			</td>
		</tr>
	</tbody>
</table>

<p></p>

<table>
	
		<tr>
			<th>2021</th>
		</tr>
	
	<tbody>
		<tr>
			<td>Friday, January 1, 2021</td>
			<td>New Year's Day</td>
		</tr>
		<tr>
			<td>Monday, January 18, 2021</td>
			<td>Dr. Martin Luther King, Jr. Day</td>
		</tr>
		<tr>
			<td>Friday, February 12, 2021</td>
			<td>Lincoln's Birthday</td>
		</tr>
		<tr>
			<td>Monday, February 15, 2021</td>
			<td>President's Day</td>
		</tr>
		<tr>
			<td>Wednesday, March 31, 2021</td>
			<td>Cesar Chavez Day</td>
		</tr>
		<tr>
			<td>Monday, May 31, 2021</td>
			<td>Memorial Day</td>
		</tr>
		<tr>
			<td>Monday, July 5, 2021</td>
			<td>Independence Day</td>
		</tr>
		<tr>
			<td>Monday, September 6, 2021</td>
			<td>Labor Day</td>
		</tr>
		<tr>
			<td>Monday, October 11, 2021</td>
			<td>Columbus Day</td>
		</tr>
		<tr>
			<td>Thursday, November 11, 2021</td>
			<td>Veterans Day</td>
		</tr>
		<tr>
			<td>Thursday, November 25, 2021</td>
			<td>Thanksgiving</td>
		</tr>
		<tr>
			<td>Friday, November 26, 2021</td>
			<td>Day After Thanksgiving</td>
		</tr>
		<tr>
			<td>Friday, December 24, 2021</td>
			<td>
			<p>Christmas Day</p>
			</td>
		</tr>
		<tr>
			<td>Friday, December 31, 2021</td>
			<td>
			<p>New Year's Day (2022)</p>
			</td>
		</tr>
	</tbody>
</table>

<p></p>

<table>
	
		<tr>
			<th>2022</th>
		</tr>
	
	<tbody>
		<tr>
			<td>Monday, January 17, 2022</td>
			<td>Dr. Martin Luther King, Jr. Day</td>
		</tr>
		<tr>
			<td>Friday, February 11, 2022</td>
			<td>Lincoln's Birthday</td>
		</tr>
		<tr>
			<td>Monday, February 21, 2022</td>
			<td>President's Day</td>
		</tr>
		<tr>
			<td>Thursday, March 31, 2022</td>
			<td>Cesar Chavez Day</td>
		</tr>
		<tr>
			<td>Monday, May 30, 2022</td>
			<td>Memorial Day</td>
		</tr>
		<tr>
			<td>Monday, July 4, 2022</td>
			<td>Independence Day</td>
		</tr>
		<tr>
			<td>Monday, September 5, 2022</td>
			<td>Labor Day</td>
		</tr>
		<tr>
			<td>Monday, October 10, 2022</td>
			<td>Columbus Day</td>
		</tr>
		<tr>
			<td>Friday, November 11, 2022</td>
			<td>Veterans Day</td>
		</tr>
		<tr>
			<td>Thursday, November 24, 2022</td>
			<td>Thanksgiving</td>
		</tr>
		<tr>
			<td>Friday, November 25, 2022</td>
			<td>Day After Thanksgiving</td>
		</tr>
		<tr>
			<td>Monday, December 26, 2022</td>
			<td>
			<p>Christmas Day</p>
			</td>
		</tr>
	</tbody>
</table>

<p></p>

<table>
	
		<tr>
			<th>2023</th>
		</tr>
	
	<tbody>
		<tr>
			<td>Monday, January 2, 2023</td>
			<td>New Year's Day (2023)</td>
		</tr>
		<tr>
			<td>Monday, January 16, 2023</td>
			<td>Dr. Martin Luther King, Jr. Day</td>
		</tr>
		<tr>
			<td>Monday, February 13, 2023</td>
			<td>Lincoln's Birthday</td>
		</tr>
		<tr>
			<td>Monday, February 20, 2023</td>
			<td>President's Day</td>
		</tr>
		<tr>
			<td>Friday, March 31, 2023</td>
			<td>Cesar Chavez Day</td>
		</tr>
		<tr>
			<td>Monday, May 29, 2023</td>
			<td>Memorial Day</td>
		</tr>
		<tr>
			<td>Tuesday, July 4, 2023</td>
			<td>Independence Day</td>
		</tr>
		<tr>
			<td>Monday, September 4, 2023</td>
			<td>Labor Day</td>
		</tr>
		<tr>
			<td>Monday, October 9, 2023</td>
			<td>Columbus Day</td>
		</tr>
		<tr>
			<td>Friday, November 10, 2023</td>
			<td>Veterans Day</td>
		</tr>
		<tr>
			<td>Thursday, November 23, 2023</td>
			<td>Thanksgiving</td>
		</tr>
		<tr>
			<td>Friday, November 24, 2023</td>
			<td>Day After Thanksgiving</td>
		</tr>
		<tr>
			<td>Monday, December 25, 2023</td>
			<td>
			<p>Christmas Day</p>
			</td>
		</tr>
	</tbody>
</table>

<p>When a holiday falls on a Sunday, the following Monday will be observed as a holiday. When a holiday falls on a Saturday, the preceding Friday will be observed as a holiday.</p></p>",Court Holidays,
https://www.slo.courts.ca.gov/gi/index.htm,,Court Calendars,
https://www.slo.courts.ca.gov/gi/index.htm,"<p><strong>IMPORTANT INFORMATION</strong>

<p></p>

<p><strong>Deadlines:</strong> In order for your bid or proposal to be considered by the Court, bids, quotes and proposals must be received by the Due Date &amp; Time and in the manner and method specified in the Request for Proposal or Quote. No bids will be accepted after the deadline, unless the response period is extended by the Court.</p>

<p>Proposer/bidder is solely responsible for ensuring that the full proposal or bid is received by the Court. The Court is not responsible for any delays in mailing via US Postal Service, common carriers or transmission by email or over the internet. Inquiries regarding specific open or closed Requests for Proposals or Quotes may be directed to slopurchasing@slo.courts.ca.gov.</p>

<p><strong>Other Inquiries:</strong> The Court does not accept random solicitations. It only accepts specific inquiries about currently open Requests for Proposals and Quotes.<br/>
&nbsp;</p>

<strong>TERMS AND CONDITIONS</strong>

<p><strong>RFP Attachments:</strong></p>

<ol>
	<li>Admin Rules RFP</li>
	<li>Court Standard Agreement Terms and Conditions</li>
	<li>Accept Terms &amp; Conditions</li>
	<li>General Certification Form</li>
	<li>Darfur-Certification</li>
	<li>Payee Data Record (Fillable Form)</li>
	<li>Iran Certification</li>
	<li>UNRUH &amp; FEHA Certification</li>
	<li>Labor Code Provisions</li>
	<li>DVBE Bidder Declaration</li>
	<li>DVBE Declaration</li>
	<li>Vendor Protest Procedure</li>
</ol>

<strong></strong>


<strong><strong>OPEN BIDS:</strong></strong>

<p></p>

<p></p>

<strong>Closed Bids:</strong>

<p>Courtroom Wall Refurbishment Project<br/>
RFP-201920-01</p>

<ul>
	<li>Notice of Intent to Award RFP</li>
</ul>
</p>",Contracting with the Courts,
https://www.slo.courts.ca.gov/gi/index.htm,"<p>Persons with a disability utilizing the courts may be eligible for accommodations to meet their disability-related needs.

<p>Accommodations include equipment and / or assistance that enables persons with disabilities to have full access to court activities.</p>

<strong>Requesting Assistance</strong>

<p>You may need to fill out Judicial Council Form MC-410 to request accommodations in the courtroom. If you cannot print the MC-410 form, it is also available at any San Luis Obispo Superior Court public window or office.</p>

<p>Form MC-410</p>

<strong>More Information</strong>

<p>You may want to read California Rule of Court 1.100 which governs requests for accommodations by persons with disabilities.</p>

<p>Download a pamphlet of Questions and Answers about Rule of Court 1.100, for persons with disabilities requesting accommodations.&nbsp;Also available is the Disability Accommodations in California Courts pamphlet.</p></p>
        
    
 
                                                      
                                                                             
                                               
                                            
                                                
                                                    
                                                                                                                
                                                        
    
        
         
        
        
                        <strong>Court ADA Coordinator</strong>
                            
         
        <p><strong>Juli Zorn,</strong><br/>
Director of Human Resources

<p>San Luis Obispo Superior Court<br/>
1035 Palm Street, Room 385<br/>
San Luis Obispo, CA 93408</p>

<p><strong>Phone:</strong> 805-706-3650</p></p>",Americans with Disabilities Act (ADA),
https://www.slo.courts.ca.gov/,"<strong>ADA</strong>
            

<p>Access for all citizens.</p>

    <p>MORE &raquo;</p>

	
	
         
 

                <strong>Contact Info &amp; Locations</strong>
            

<p>Where to find us.</p>

    <p>MORE &raquo;</p>

	
	
         
 

                <strong>Court Calendars</strong>
            

<p>View our courtroom schedules.</p>

    <p>MORE &raquo;</p>

	





	
         
 

                <strong>Court Holidays</strong>
            

<p>Court holiday closures for the calendar year.</p>

    <p>MORE &raquo;</p>

	
	
         
 

                <strong>Reporter Transcripts</strong>
            

<p>How to request transcripts.</p>

    <p>MORE &raquo;</p>

	
	
         
 

                <strong>Employment</strong>
            

<p>Working for the Superior Court in San Luis Obispo.</p>

    <p>MORE &raquo;</p>

	





	
         
 

                <strong>Interpreter Services</strong>
            

<p>Find a court interpreter.</p>

    <p>MORE &raquo;</p>

	
	
         
 

                <strong>Jury Services</strong>
            

<p>Information about this time honored service plus frequently asked questions.</p>

    <p>MORE &raquo;</p>

	
	
         
 

                <strong>Media</strong>
            

<p>How the media can contact the court for permission to film or record in a courtroom.</p>

    <p>MORE &raquo;</p>

	





	
         
 

                <strong>Scam Alerts</strong>
            

<p>If you receive an email referencing a ""Notice to Appear in Court"", please delete it immediately. San Luis Obispo Superior will never email a Notice to Appear in Court to the public.</p>

    <p>MORE &raquo;</p>",General Information,
https://www.slo.courts.ca.gov/dv/index.htm,,Traffic,
https://www.slo.courts.ca.gov/gi/index.htm,"<p>Official court reporters for San Luis Obispo County Superior Court provide the verbatim record of court proceedings in felony criminal and juvenile delinquency and dependency cases as provided by statute and/or local court rule.&nbsp; Please refer to the Court Reporter Coverage section below for information regarding court reporter coverage in family law and civil matters.

<p></p>

<p>To be employed by the Superior Court, a court reporter must possess a valid Certified Shorthand Reporters (CSR) license, which is granted to successful candidates who pass the examination administered by the Department of Consumer Affairs of the State of California.<br/>
&nbsp;</p>

<p></p>

<strong>Court Reporter Coverage</strong>

<p>The Court will provide an Official Court Reporter to in forma pauperis litigants in civil and family law matters upon request for the following types of hearings: family law trials, family support hearings, family law requests for order, hearings on requests for civil or family law restraining orders, unlimited jurisdiction civil trials, civil law and motion, probate, conservatorships, guardianships, and mental health proceedings.</p>

<p>In order to be eligible for a court reporter, the litigant must have an order granting a fee waiver on file in the case.&nbsp; In matters that do not require a filing fee, such as requests for civil or family law restraining orders, a party who is eligible for a waiver of fees must file a Request to Waive Court Fees.</p>

<p>The party requesting a court reporter must file and serve the request no later than seven (7) days prior to the scheduled hearing, with notice to all parties. A failure to file a timely request may be considered a waiver of a court reporter for the scheduled hearing.</p>

<p>If you are not eligible for a fee waiver and wish your matter to be reported, you must hire a reporter privately and are responsible for all fees and costs related to the reporting services. Please call (805) 706-3605 to request a list of private court reporters or court reporting agencies.</p>

<p>Court Reporter Notice &amp; Request Form</p>

<p></p>

<strong>Purchasing a Transcript</strong>

<p>When purchasing a transcript, the person or party is contracting with an individual court reporter for the actual transcript of the proceedings, pursuant to Government Code Section 69950.&nbsp; Transcript costs are governed by the code and all arrangements for preparation, delivery and payment of transcript are between the requesting party and the individual court reporter.&nbsp; Official court reporters may be contacted directly by telephone or by email as indicated on the list below.</p>

<p></p>

<p>Attorneys or private citizens who have a need for the written record of a public court proceeding may purchase a transcript directly from the court reporter who reported the hearing.&nbsp; The interested party should personally contact the court reporter and make arrangements for the preparation of the transcript.&nbsp; The following information will be required before a transcript can be prepared:</p>

<ol>
	<li>Case number</li>
	<li>Case name</li>
	<li>Date(s) of hearing</li>
	<li>Name of the judge or courtroom in which the hearing was held</li>
	<li>Please specify if you are requesting the entire hearing, or a specific portion of the transcript.</li>
</ol>

<p>Transcript Request Form</p>

<p>The name of the court reporter who reported the hearing can be found on the Case Summary for that hearing, which is prepared by the courtroom clerk.&nbsp; You may view or purchase a copy of the Case Summary at the clerk’s office during regular office hours (8:30 a.m. to 4:00 p.m.).&nbsp; You may contact the court reporter directly by telephone, email, or fill out a “Request for Transcript” form, which is available in the clerk’s office or may be downloaded from this site.</p>

<p>Transcripts are purchased on a per-page basis, as governed by Government Code Section 69950.&nbsp; The court reporter will contact you with an estimate of the cost of the transcript.&nbsp; The court reporter will not release the transcript until payment has been received.<br/>
&nbsp;</p></p>
        
    

    
        <strong>Contacting an Official Court Reporter</strong>
        
            <table>
	<tbody>
		<tr>
			<td>Anna Hernandez</td>
			<td>(805) 706-3637</td>
			<td>Anna.Hernandez@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Cassie Frasher</td>
			<td>(805) 706-3796</td>
			<td>Cassie.Frasher@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Kathryn Johnson</td>
			<td>(805) 706-3797</td>
			<td>Kathryn.Johnson@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Shannon Wilson</td>
			<td>(805) 706-3858</td>
			<td>Shannon.Wilson@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Melissa Pung</td>
			<td>(805) 706-3793</td>
			<td>Melissa.Pung@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Christina Schwandt</td>
			<td>(805) 706-3798</td>
			<td>Christina.Schwandt@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Donna Mechem</td>
			<td>(805) 706-3791</td>
			<td>Donna.Mechem@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Aubrey Christensen</td>
			<td>(805) 706-3795</td>
			<td>Aubrey.Christensen@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Jill Carrera</td>
			<td>(805) 706-3794</td>
			<td>Jill.Carrera@slo.courts.ca.gov</td>
		</tr>
		<tr>
			<td>Shelly Juarez</td>
			<td>(805) 706-3799</td>
			<td>Shelly.Juarez@slo.courts.ca.gov</td>
		</tr>
	</tbody>
</table>

<p><br/>
&nbsp;</p>

<p></p>
        
    
    
    
    
        
         
        
        
                        
                            
         
        <p><strong>Request for Juvenile Transcript</strong>

<p>All transcript requests for juvenile hearings must complete the ""Application for Transcripts of Juvenile hearings"" below.&nbsp; Submit the completed application to the courtroom clerk or the clerk’s office at Juvenile Services Center or in Room 220 at the San Luis Obispo Criminal Branch or the Paso Robles Branch.&nbsp; Upon approval by the Judge of the Juvenile court, you will be contacted with information regarding payments and transcript(s) preparation.</p>

<p>Transcripts of Juvenile Hearings Application</p></p>",Court Reporters,
